taxon_no,taxon_rank,taxon_name,parent_no
308800,unranked clade,Desmonomata,155663
308799,unranked clade,Nothrina,308800
308798,superfamily,Crotonioidea,308799
309086,family,Trhypochthoniidae,308798
308797,family,Nothridae,308798
309065,family,Camisiidae,308798
309096,unranked clade,Palaeosomata,155663
309095,superfamily,Ctenacaroidea,309096
309098,family,Ctenacaridae,309095
309097,family,Adelphacaridae,309095
271484,infraorder,Endeostigmata,271483
309326,unranked clade,Alicorhagiina,271484
309327,superfamily,Alicorhagioidea,309326
309328,family,Alicorhagiidae,309327
327047,unranked clade,Alycina,271484
327046,superfamily,Alycoidea,327047
327060,family,Nanorchestidae,327046
327045,family,Alycidae,327046
211984,order,Ricinulei,19008
211983,suborder,Palaeoricinulei,211984
211982,family,Curculioididae,211983
272274,family,Poliocheridae,211983
57521,order,Pseudoscorpionida,19008
235506,family,Garypidae,57521
272472,unranked clade,Haplocnemata,19008
229078,order,Pseudoscorpiones,272472
281593,family,Dracochelidae,229078
271424,unranked clade,Chelonethi,229078
271432,unranked clade,Iochierata,255387
271433,unranked clade,Hemictenata,271432
272726,superfamily,Neobisioidea,271433
229075,family,Neobisiidae,272726
271434,unranked clade,Panctenata,271432
271431,superfamily,Cheliferoidea,271434
281613,family,Atemnidae,271431
57520,family,Chernetidae,271431
271430,family,Cheliferidae,271431
281622,family,Withiidae,271431
281600,superfamily,Garypoidea,271434
281601,family,Garypinidae,281600
281605,family,Geogarypidae,281600
255386,superfamily,Cheiridioidea,271434
255385,family,Cheiridiidae,255386
281611,family,Pseudochiridiidae,255386
281607,superfamily,Sternophoroidea,271434
281608,family,Sternophoridae,281607
271425,unranked clade,Epiochierata,255387
272720,superfamily,Chthonoidea,271425
256252,family,Chthoniidae,272720
281595,family,Tridenchthoniidae,272720
272719,family,Lechytidae,272720
271426,superfamily,Feaelloidea,271425
271427,family,Pseudogarypidae,271426
256251,order,Heterosphyronida,272472
281533,order,Palpigradi,19008
336693,family,Eukoeneniidae,281533
155665,subclass,Acari,19008
272471,unranked clade,Stomothecata,19008
133884,order,Opiliones,272471
184813,suborder,Cyphophthalmi,133884
281514,family,Stylocellidae,184813
184812,family,Sironidae,184813
334637,unranked clade,Phalangida,133884
178545,suborder,Eupnoi,334637
271407,superfamily,Caddoidea,178545
271406,family,Caddidae,271407
272448,superfamily,Phalangioidea,178545
178546,family,Sclerosomatidae,272448
271408,family,Phalangiidae,272448
271414,suborder,Dyspnoi,334637
335390,family,Halithersidae,271414
281521,superfamily,Ischyropsalidoidea,271414
281523,family,Sabaconidae,281521
271413,superfamily,Troguloidea,271414
271412,family,Nemastomatidae,271413
272283,family,Eotrogulidae,271413
245086,family,Trogulidae,271413
272273,family,Nemastomoididae,271413
269011,family,Archaeometidae,334637
294819,suborder,Tetrophthalmi,334637
229074,family,Phalangodidae,133884
271418,suborder,Laniatores,133884
281527,infraorder,Grassatores,271418
281529,superfamily,Samoidea,281527
281531,family,Samoidae,281529
281528,family,Kimulidae,281529
271419,infraorder,Insidiatores,271418
271420,superfamily,Travunioidea,271419
271421,family,Cladonychidae,271420
243100,order,Scorpiones,272471
243099,suborder,Mesoscorpionina,243100
272175,suborder,Holosternina,243100
281566,superfamily,Palaeoscorpoidea,272175
281567,family,Palaeoscorpionidae,281566
272542,superfamily,Acanthoscorpionoidea,272175
272545,family,Stenoscorpionidae,272542
272543,family,Acanthoscorpionidae,272542
272174,superfamily,Eoctonoidea,272175
272692,family,Eoctonidae,272174
272173,family,Anthracoscorpionidae,272174
272547,family,Allobuthiscorpiidae,272174
281551,family,Garnettiidae,272174
281549,family,Buthiscorpiidae,272174
281553,superfamily,Gigantoscorpionoidea,272175
243112,family,Gigantoscorpionidae,281553
281554,family,Petaloscorpionidae,281553
281568,superfamily,Spongiophonoidea,272175
281569,family,Praearcturidae,281568
281571,family,Spongiophonidae,281568
286765,superfamily,Stoermeroscorpionoidea,272175
272289,superfamily,Allopalaeophonoidea,272175
272290,family,Allopalaeophonidae,272289
272306,superfamily,Mesophonoidea,272175
272642,family,Mazoniidae,272306
281560,family,Heloscorpionidae,272306
281562,family,Mesophonidae,272306
243118,family,Centromachidae,272306
281556,family,Phoxiscorpionidae,272306
281555,family,Anthracochaerilidae,272306
281564,family,Willsiscorpionidae,272306
281558,family,Gallioscorpionidae,272306
286908,family,Chaerilobuthidae,243100
286788,family,Liassoscorpionidae,243100
272530,suborder,Orthosternina,243100
272529,superfamily,Buthoidea,243127
286913,family,Protobuthidae,272529
286905,family,Archaeobuthidae,272529
272528,family,Buthidae,272529
286930,family,Microcharmidae,272529
286899,superfamily,Chactoidea,243127
286900,family,Palaeoeuscorpiidae,286899
286940,family,Chactidae,286899
286921,family,Chaerilidae,286899
286942,family,Hemiscorpiidae,286899
286917,family,Protoischnuridae,286899
68711,superfamily,Scorpionoidea,243127
68712,family,Scorpionidae,68711
272698,family,Palaeopisthacanthidae,68711
272297,family,Proscorpiidae,243100
272538,family,Labriscorpionidae,243100
286766,family,Stoermeroscorpioniidae,243100
272298,family,Waeringoscorpionidae,243100
272536,family,Archaeoctonidae,243100
286771,family,Hydroscorpionidae,243100
286763,suborder,Branchioscorpionina,243100
286764,infraorder,Holosternina,286763
286762,superfamily,Proscorpioidea,286764
286768,superfamily,Palaeoscorpioidea,286764
286769,family,Palaeoscorpiidae,286768
286875,suborder,Bilobosternina,243100
272294,superfamily,Branchioscorpionoidea,272293
272540,family,Branchioscorpionidae,272294
286877,family,Dolichophonidae,272294
272295,family,Dolichophoniidae,272294
272574,suborder,Lobosternina,243100
272300,superfamily,Isobuthoidea,272286
272695,family,Kronoscorpionidae,272300
272301,family,Eobuthidae,272300
286670,family,Eoscorpiidae,272300
286839,family,Pareobuthidae,272300
272302,family,Isobuthidae,272300
286823,superfamily,Anthracochaeriloidea,272286
272285,superfamily,Palaeophonoidea,272286
272287,family,Palaeophonidae,272285
286842,superfamily,Paraisobuthoidea,272286
286843,family,Paraisobuthidae,286842
286851,family,Telmatoscorpionidae,286842
286854,family,Scoloposcorpionidae,286842
286857,family,Opsieobuthidae,286842
286863,superfamily,Pseudobuthiscorpioidea,272286
286864,family,Pseudobuthiscorpiidae,286863
286859,superfamily,Loboarchaeoctonoidea,272286
286860,family,Loboarchaeoctonidae,286859
286871,family,Waterstoniidae,286859
286894,family,Palaeotrilineatidae,243100
243098,superfamily,Archaeoctonoidea,243100
286812,suborder,Meristosternina,243100
272693,superfamily,Palaeobuthoidea,272148
272694,family,Palaeobuthidae,272693
272151,superfamily,Cyclophthalmoidea,272148
272299,family,Microlabiidae,272151
272153,family,Cyclophthalmidae,272151
18947,order,Eurypterida,327076
259138,superfamily,Waeringopteroidea,18947
177149,family,Woodwardopteridae,18947
237426,family,Eurypteridae,18947
286693,suborder,Stylonurina,18947
286692,superfamily,Hibbertopteroidea,286693
286976,family,Drepanopteridae,286692
286691,family,Hibbertopteridae,286692
286983,superfamily,Stylonuroidea,286693
80999,family,Stylonuridae,286983
286984,family,Parastylonuridae,286983
286980,superfamily,Kokomopteroidea,286693
286981,family,Hardieopteridae,286980
286971,suborder,Eurypterina,18947
286978,unranked clade,Diploperculata,286971
311069,superfamily,Adelophthalmoidea,286978
311066,superfamily,Hughmilleroidea,286978
212141,family,Adelophthalmidae,311069
286986,superfamily,Mixopteroidea,286978
286987,family,Carcinosomatidae,286986
286977,superfamily,Pterygotioidea,286978
286979,family,Slimonidae,286977
286972,superfamily,Moselopteroidea,286971
286973,family,Moselopteridae,286972
286989,superfamily,Eurypteroidea,286971
66158,family,Mycteropidae,18947
303383,family,Pterygotidae,18947
18912,order,Chasmataspidida,327075
281588,family,Diploaspididae,18912
19015,class,Pycnogonida,91508
19020,order,Pantopoda,19015
19018,order,Palaeoisopoda,19015
19016,order,Palaeopantopoda,19015
328285,class,Agonata,18891
328311,order,Pedestria,18891
150303,subclass,Conciliterga,18891
291092,class,Myriapoda,18891
290412,class,Chilopoda,19057
304870,subclass,Anamorpha,205077
290413,unranked clade,Pleurostigmophora,205077
290417,unranked clade,Phylactrometria,290413
290421,unranked clade,Epimorpha,290417
290420,order,Scolopendromorpha,290421
205078,family,Scolopendridae,290420
294409,family,Scolopocryptopidae,290420
288298,order,Geophilomorpha,290421
290422,unranked clade,Adesmata,288298
288297,family,Geophilidae,290422
290418,order,Devonobiomorpha,290417
290419,family,Devonobiidae,290418
290416,order,Lithobiomorpha,290413
205076,family,Lithobiidae,290416
290411,unranked clade,Notostigmophora,205077
290414,order,Scutigeromorpha,290411
290415,family,Scutigeridae,290414
294419,class,Symphyla,19057
304865,order,Scolopendrellida,294419
304867,family,Scolopendrellidae,304865
294420,family,Scutigerellidae,294419
304706,unranked clade,Dignatha,19057
293502,class,Pauropoda,304706
293504,order,Tetramerocerata,293502
293506,family,Pauropodidae,293504
57323,subclass,Diplopoda,304706
207442,family,Iulidae,57323
213558,subclass,Penicillata,57323
213559,order,Polyxenida,213558
304890,family,Lophoproctidae,213559
304312,superfamily,Polyxenoidea,213559
304313,family,Polyxenidae,304312
213560,superfamily,Synxenoidea,213559
213561,family,Synxenidae,213560
294442,subclass,Chilognatha,57323
291096,infraclass,Helminthomorpha,164845
304633,unranked clade,Eugnatha,57322
304634,superorder,Nematophora,304633
296706,order,Stemmiulida,303574
296708,family,Stemmiulidae,296706
304859,order,Chordeumida,303574
304846,family,Craspedosomatidae,304859
304628,order,Callipodida,303574
303576,family,Dorypetalidae,304628
304858,order,Lysiopetaloidea,303574
304635,superorder,Merochaeta,304633
304613,order,Polydesmida,304635
304861,family,Polydesmidae,304613
304905,suborder,Polydesmidea,304613
304904,family,Pyrgodesmidae,304905
304614,suborder,Leptodesmidea,304613
304616,superfamily,Platyrhacoidea,304614
304617,family,Platyrhacidae,304616
304615,family,Chelodesmidae,304614
304622,family,Chytodesmidae,304613
304903,suborder,Chelodesmidea,304613
291134,superorder,Juliformia,304633
291171,family,Proglomeridae,291134
57321,order,Spirobolida,291134
291133,family,Anthracojulidae,57321
57320,family,Atopetholidae,57321
304835,family,Spirobolidae,57321
291135,superfamily,Xyloiuloidea,57321
294491,family,Gaspestriidae,291135
291140,family,Nyraniidae,291135
294490,family,Plagiascetidae,291135
291136,family,Xyloiulidae,291135
291176,family,Projulidae,291135
281808,order,Julida,291134
304855,family,Nemasomatidae,281808
281807,superfamily,Juloidea,281808
281806,family,Parajulidae,281807
271229,family,Julidae,281807
304309,suborder,Cambalidea,281808
304310,family,Cambalidae,304309
304896,order,Spirostreptida,291134
304897,family,Pseudonannolenidae,304896
304632,unranked clade,Colobognatha,57322
304847,order,Polyzoniida,304632
304900,family,Siphonotidae,304842
304848,family,Polyzoniidae,304842
304623,order,Siphonophorida,304632
304624,family,Siphonophoridae,304623
237508,family,Archiulidae,57322
304827,superorder,Archipolypoda,57322
291116,order,Pleurojulida,291097
291117,family,Pleurojulidae,291116
291098,order,Euphoberiida,291097
237503,family,Euphoberiidae,291098
294448,order,Cowiedesmida,291097
294449,family,Cowiedesmidae,294448
294383,family,Euphoberidae,291097
294444,order,Archidesmida,291097
294445,family,Archidesmidae,294444
294469,family,Zanclodesmidae,294444
291122,infraclass,Pentazonia,164845
291169,order,Zosterogrammida,291122
291170,family,Zosterogrammidae,291169
304893,order,Glomeridesmida,291122
304894,family,Glomeridesmidae,304892
304637,superorder,Oniscomorpha,291122
291123,order,Amynilyspedida,304637
291152,family,Sphaerherpestidae,291123
291124,family,Amynilyspedidae,291123
304830,order,Glomerida,304637
304832,family,Glomerididae,304844
304636,order,Sphaerotheriida,304637
291091,subclass,Arthropleuridea,57323
291094,order,Arthropleurida,291091
238290,family,Arthropleuridae,291094
286814,family,Tiphoscorpionidae,291094
200291,family,Proiulidae,57323
286813,superfamily,Tiphoscorpionoidea,19057
151332,order,Nektaspida,18891
151333,family,Liwiidae,151332
22098,order,Orstenocarida,18891
328284,class,Synistata,18891
19023,class,Paratrilobita,18891
22096,order,Skaracarida,18891
67136,phylum,Lobopodia,67134
272408,unranked clade,Tardigrada,67134
227184,class,Eutardigrada,67137
227185,family,Milnesiidae,227184
90415,class,Xenusia,67134
90414,order,Scleronychophora,90415
90413,family,Eoconchariidae,90414
162728,order,Xenusiida,90415
151314,family,Xenusiidae,162728
67125,phylum,Cephalorhyncha,67124
170887,subphylum,Protocephalorhynca,67125
272409,unranked clade,Scalidophora,67124
272411,unranked clade,Priapulida,67126
304654,family,Ancalagonidae,7002
304650,family,Miskoiidae,7002
307150,family,Ottoiidae,7002
307154,order,Priapulomorpha,7002
304661,family,Priapulidae,142955
304699,family,Tubiluchidae,142955
304656,family,Fieldiidae,7002
304648,family,Selkirkiidae,7002
30727,phylum,Chaetognatha,67126
30730,order,Protoconodontida,30727
181614,class,Protoconodonta,30727
85326,unranked clade,Spiralia,85324
273388,unranked clade,Brachiozoa,85326
26322,phylum,Brachiopoda,273388
67156,subphylum,Rhynchonelliformea,26322
123596,class,Obolellata,67156
26614,order,Obolellida,123596
124234,superfamily,Obolelloidea,26614
123441,superfamily,Obolellacea,26614
124235,family,Trematobolidae,124234
123442,family,Obolellidae,124234
124238,order,Naukatida,123596
26631,superfamily,Naukatoidea,124238
124237,family,Naukatidae,26631
65923,class,Strophomenata,67156
55005,order,Productida,65923
123353,suborder,Strophalosiidina,55005
123817,superfamily,Aulostegoidea,123353
124176,family,Scacchinellidae,123817
248985,family,Tschernyschewiidae,123817
124167,family,Cooperinidae,123817
81188,family,Aulostegidae,123817
123480,superfamily,Strophalosioidea,123353
124865,family,Araksalosiidae,123480
81110,family,Strophalosiidae,123480
124863,family,Chonopectidae,123480
58202,suborder,Productidina,55005
123810,superfamily,Echinoconchoidea,58202
82772,family,Echinoconchidae,123810
124831,family,Sentosiidae,123810
104282,superfamily,Productoidea,58202
81165,family,Labaellidae,104282
123877,family,Overtoniidae,104282
82924,family,Productellidae,104282
110219,family,Buxtoniidae,104282
82774,family,Productidae,104282
104291,superfamily,Linoproductoidea,58202
82384,family,Monticuliferidae,104291
246705,family,Schrenkiellidae,104291
81131,family,Linoproductidae,104291
81034,suborder,Chonetidina,55005
124929,suborder,Chonetida,55005
123482,superfamily,Chonetoidea,81034
124723,family,Daviesiellidae,123482
54990,family,Anopliidae,123482
124355,family,Strophochonetidae,123482
81033,family,Rugosochonetidae,123482
96900,superfamily,Chonetacea,81034
96899,family,Chonetidae,123482
124706,family,Eodevonariidae,123482
110170,family,Chonostrophiidae,123482
82927,suborder,Lyttoniidina,55005
123818,superfamily,Lyttonioidea,82927
124122,family,Rigbyellidae,123818
82926,family,Lyttoniidae,123818
124872,superfamily,Permianelloidea,82927
124871,family,Permianellidae,124872
123798,superfamily,Richthofenioidea,82927
124165,family,Cyclacanthariidae,123798
123797,family,Richthofeniidae,123798
124178,family,Hercosiidae,123798
124870,family,Gemmellaroiidae,123798
87389,order,Orthotetida,65923
124886,suborder,Triplesiidina,87389
124885,superfamily,Triplesioidea,124886
124884,family,Triplesiidae,124885
82965,suborder,Orthotetidina,87389
124353,superfamily,Chilidiopsoidea,82965
124352,family,Eocramatiidae,124353
124878,family,Chilidiopsidae,124353
124881,family,Areostrophiidae,124353
104001,superfamily,Orthotetoidea,82965
124120,family,Orthotetellidae,104001
54989,family,Schuchertellidae,104001
81181,family,Derbyiidae,104001
124874,family,Pulsiidae,104001
87270,family,Orthotetidae,104001
123472,family,Meekellidae,104001
68056,order,Billingsellida,65923
124909,suborder,Clitambonitidina,68056
124912,superfamily,Polytoechioidea,124909
124911,family,Polytoechiidae,124912
197352,family,Tritoechiidae,124912
307203,superfamily,Clitambonitacea,124909
124908,superfamily,Clitambonitoidea,124909
124915,family,Arctohedridae,124908
124910,family,Gonambonitidae,124908
124907,family,Clitambonitidae,124908
307207,superfamily,Gonambonitacea,124909
307208,family,Kullervoidae,307207
124906,suborder,Billingsellidina,68056
124905,superfamily,Billingselloidea,124906
124904,family,Billingsellidae,124905
27053,order,Strophomenida,65923
313189,superfamily,Fardenioidea,27053
280660,family,Fardeniidae,313189
85005,superfamily,Plectambonitoidea,27053
124340,family,Grorudiidae,85005
103911,family,Bimuriidae,85005
124325,family,Plectambonitidae,85005
86572,family,Sowerbyellidae,85005
299771,family,Allwynellidae,85005
306455,family,Aegiromenidae,85005
124344,family,Xenambonitidae,85005
124335,family,Syndielasmatidae,85005
103914,family,Leptestiidae,85005
299764,family,Alwynellidae,85005
124329,family,Taffiidae,85005
124129,superfamily,Plectambonitacea,27053
316274,family,Anoptambonitidae,85005
103916,family,Hesperomenidae,85005
85004,family,Leptellinidae,85005
82408,superfamily,Martiniacea,27053
310999,family,Pholidostrophidae,27053
123875,superfamily,Davidsoniacea,27053
313181,superfamily,Stropheodontoidea,27053
110278,family,Stropheodontidae,313181
307220,suborder,Strophomenidina,27053
84999,superfamily,Strophomenoidea,27053
124290,family,Douvillinidae,84999
82396,family,Leptostrophiidae,84999
124284,family,Leptaenoideidae,84999
84998,family,Rafinesquinidae,84999
103899,family,Glyptomenidae,84999
124305,family,Strophodontidae,84999
319464,family,Strophomenidea,84999
124286,family,Amphistrophiidae,84999
103904,family,Christianiidae,84999
124308,family,Shaleriidae,84999
110279,superfamily,Strophomenacea,27053
124310,family,Strophonellidae,84999
86573,family,Strophomenidae,84999
124283,family,Foliomenidae,84999
124304,family,Eopholidostrophiidae,84999
215000,family,Liosomeniidae,65923
123595,class,Chileata,67156
26628,order,Chileida,123595
299490,family,Trifissuridae,26628
124227,superfamily,Matutelloidea,26628
124228,family,Chileidae,124227
124226,family,Matutellidae,124227
124119,order,Dictyonellida,123595
124118,superfamily,Eichwaldioidea,124119
124229,family,Eichwaldiidae,124118
124117,family,Isogrammidae,124118
140498,family,Salanygolinidae,67156
123597,class,Kutorginata,67156
26604,order,Kutorginida,123597
124240,superfamily,Kutorginoidea,26604
124239,family,Kutorginidae,124240
141645,superfamily,Kutorginacea,26604
141646,family,Yorkiidae,141645
124242,superfamily,Nisusioidea,26604
124241,family,Nisusiidae,124242
82921,class,Rhynchonellata,67156
30653,order,Thecideida,82921
127083,superfamily,Thecospiroidea,30653
127082,family,Thecospiridae,127083
127087,family,Hungarithecidae,127083
127084,family,Thecospirellidae,127083
117531,superfamily,Thecideoidea,30653
127091,family,Thecidellinidae,117531
249332,family,Enallothecideidae,117531
53829,family,Thecideidae,117531
127097,family,Bactryniidae,117531
81198,order,Athyridida,82921
126929,superfamily,Dayioidea,81198
86576,family,Dayiidae,126929
126943,superfamily,Uncitoidea,81198
126942,family,Uncitidae,126943
82920,suborder,Retziidina,81198
126921,superfamily,Rhynchospirinoidea,82920
126920,family,Rhynchospirinidae,126921
126922,family,Parazygidae,126921
82919,superfamily,Retzioidea,82920
82918,family,Neoretziidae,82919
123886,superfamily,Retziacea,82920
123887,family,Retziidae,82919
126918,superfamily,Mongolospiroidea,82920
126917,family,Mongolospiridae,126918
104305,suborder,Athyrididina,81198
123374,superfamily,Athyridacea,104305
126913,superfamily,Retzielloidea,104305
126912,family,Retziellidae,126913
123373,suborder,Athyridoidea,81198
126902,superfamily,Meristelloidea,104305
126905,family,Meristidae,126902
126909,family,Triathyrididae,126902
121188,family,Meristellidae,126902
123385,superfamily,Athyridoidea,104305
110363,superfamily,Athyracea,104305
126896,family,Diplospirellidae,123385
81197,family,Athyrididae,123385
110390,superfamily,Rostrospiracea,104305
126911,superfamily,Nucleospiroidea,104305
110361,family,Nucleospiridae,126911
104306,superfamily,Athyridioidea,104305
126927,suborder,Koninckinidina,81198
126924,superfamily,Koninckinoidea,126927
126923,family,Koninckinidae,126924
126938,superfamily,Anoplothecoidea,81198
126941,family,Kayseriidae,126938
126932,family,Anoplothecidae,126938
29979,order,Terebratulida,82921
80692,suborder,Terebratellidina,29979
130716,superfamily,Platidioidea,80692
130715,family,Platidiidae,130716
130720,superfamily,Terebratelloidea,80692
86967,family,Terebratellidae,130720
130731,family,Dallinidae,130720
321974,family,Mosaethyrididae,80692
130697,superfamily,Laqueoidea,80692
81040,family,Terebrataliidae,130697
130702,family,Frenulinidae,130697
130696,family,Laqueidae,130697
130669,superfamily,Zeillerioidea,80692
80668,family,Zeilleriidae,130669
80669,superfamily,Zeilleriacea,80692
336943,family,Dispheniidae,130669
130672,family,Gusarellidae,130669
130673,family,Eudesiidae,130669
130687,superfamily,Kingenoidea,80692
130685,family,Kingenidae,130687
130693,family,Aulacothyropsidae,130687
130736,superfamily,Kraussinoidea,80692
130735,family,Kraussinidae,130736
130712,superfamily,Bouchardioidea,80692
130711,family,Bouchardiidae,130712
130710,superfamily,Megathyridoidea,80692
130708,family,Megathyrididae,130710
130709,family,Praeargyrothecidae,130710
64280,superfamily,Clathrithyridoidea,29979
80703,suborder,Terebratulidina,29979
202605,superfamily,Compositelasmatoidea,80703
202604,family,Compositelasmatidae,202605
123794,superfamily,Cryptonelloidea,80703
123848,family,Labaiidae,123794
125764,family,Cryptonellidae,123794
127375,family,Cimicinellidae,123794
123793,family,Notothyrididae,123794
127370,family,Cranaenidae,123794
127387,superfamily,Terebratuloidea,80703
128420,family,Gibbithyrididae,80702
81038,family,Capillithyrididae,80702
81037,family,Sellithyrididae,80702
80701,family,Terebratulidae,80702
128418,family,Weberithyrididae,80702
130888,family,Orthotomidae,80703
130637,superfamily,Stringocephaloidea,80703
130636,family,Centronellidae,130637
130659,family,Meganterididae,130637
130665,family,Rhipidiothyrididae,130637
130643,family,Stringocephalidae,130637
130460,superfamily,Loboidothyridoidea,80703
130604,family,Tchegemithyrididae,130460
130469,family,Dienopidae,130460
130475,family,Lobothyrididae,130460
130472,family,Lissajousithyrididae,130460
64279,family,Alabushevothyrididae,130460
130611,family,Trigonithyrididae,130460
130468,family,Dictyothyrididae,130460
130463,family,Plectoconchidae,130460
130608,family,Harpotothyrididae,130460
130610,family,Spasskothyrididae,130460
130470,family,Hesperithyrididae,130460
130609,family,Mametothyrididae,130460
130466,family,Cheirothyropsidae,130460
130602,family,Postepithyrididae,130460
130467,family,Cheniothyrididae,130460
130465,family,Boreiothyrididae,130460
253291,family,Triadithyrididae,130460
130600,family,Muirwoodellidae,130460
130607,family,Clathrithyrididae,130460
130459,family,Loboidothyrididae,130460
130606,family,Tegulithyrididae,130460
130624,superfamily,Cancellothyridoidea,80703
81039,family,Cancellothyrididae,130624
130628,family,Chlidonophoridae,130624
130635,family,Inopinatarculidae,130624
130634,family,Cnismatocentridae,130624
102591,superfamily,Dielasmatoidea,80703
123906,family,Gillediidae,102591
127383,family,Angustothyrididae,102591
81200,family,Heterelasminidae,102591
83141,family,Pseudodielasmatidae,102591
83096,family,Dielasmatidae,102591
127384,family,Antzeilleridae,102591
123898,superfamily,Dielasmatacea,80703
123819,family,Beecheriidae,102591
127386,family,Juvavellidae,102591
127385,family,Zugmayeriidae,102591
130617,superfamily,Dyscolioidea,80703
130622,family,Nucleatidae,130617
80740,family,Pygopidae,130617
130616,family,Dyscoliidae,130617
130738,family,Obolorugidae,29979
313509,suborder,Centronellidina,29979
336939,suborder,Gwyniidina,29979
130737,superfamily,Gwynioidea,336939
336944,family,Gwyniidae,130737
83137,order,Spiriferinida,82921
124933,suborder,Cyrtinidina,83137
84863,superfamily,Cyrtinoidea,124933
81129,family,Cyrtinidae,84863
84862,family,Komiellidae,84863
126846,superfamily,Spondylospiroidea,124933
126845,family,Spondylospiridae,126846
126849,family,Rastelligeridae,126846
126835,superfamily,Suessioidea,124933
126841,family,Bittnerulidae,126835
126834,family,Davidsoninidae,126835
126843,family,Suessiidae,126835
126837,family,Laballidae,126835
85975,superfamily,Suessiacea,124933
123807,suborder,Spiriferinidina,83137
123897,superfamily,Spiriferinoidea,123807
126871,family,Sinucostidae,123897
110315,family,Spiriferinidae,123897
123820,superfamily,Pennospiriferinoidea,123807
123821,family,Spiriferellinidae,123820
126856,family,Sarganostegidae,123820
81192,family,Reticulariinidae,123820
126861,family,Pennospiriferinidae,123820
81193,family,Paraspiriferinidae,123820
83136,family,Punctospiriferidae,123820
126855,family,Spiropunctiferidae,123820
126858,family,Balatonospiridae,123820
126864,family,Lepismatinidae,123820
123806,superfamily,Syringothyridoidea,123807
126854,family,Licharewiidae,123806
126853,family,Dimegelasmidae,123806
86991,family,Syringothyrididae,123806
29043,order,Spiriferida,82921
104298,suborder,Spiriferidina,29043
127304,superfamily,Paeckelmanelloidea,104298
127309,family,Paeckelmanellidae,127304
127303,family,Strophopleuridae,127304
126951,superfamily,Cyrtospiriferoidea,104298
97461,family,Cyrtospiriferidae,126951
127235,family,Spinocyrtiidae,126951
126950,family,Conispiriferidae,126951
111679,superfamily,Delthyridacea,104298
127264,superfamily,Theodossioidea,104298
127263,family,Theodossiidae,127264
127269,family,Palaeochoristitidae,127264
127267,family,Ulbospiriferidae,127264
127253,superfamily,Adolfioidea,104298
123382,family,Echinospiriferidae,127253
127252,family,Adolfiidae,127253
104299,superfamily,Spiriferoidea,104298
312025,family,Aulidospiridae,110347
90356,family,Trigonotretidae,110347
81191,family,Spiriferellidae,110347
82942,family,Choristitidae,110347
83508,family,Imbrexiidae,110347
81115,family,Spiriferidae,110347
94947,superfamily,Reticulariacea,110347
123889,superfamily,Brachythyridoidea,104298
83499,family,Brachythyrididae,123889
127310,family,Skelidorygmidae,123889
123381,superfamily,Cyrtioidea,104298
123363,family,Cyrtiidae,123381
123891,superfamily,Cyrtiacea,104298
127241,family,Hedeinopsidae,123381
123383,family,Costispiriferidae,123381
82970,superfamily,Martinioidea,104298
127293,family,Gerkispiridae,82970
127286,family,Tenellodermidae,82970
127290,family,Crassumbidae,82970
127287,family,Elythynidae,82970
81195,family,Ingelarellidae,82970
81702,family,Martiniidae,82970
127294,family,Perissothyrididae,82970
125770,superfamily,Ambocoelioidea,104298
111678,family,Ambocoeliidae,125770
127283,family,Lazutkiniidae,125770
127285,family,Verneuiliidae,125770
127284,family,Eudoxinidae,125770
123855,suborder,Delthyridina,29043
57644,superfamily,Delthyridoidea,123855
123799,family,Mucrospiriferidae,57644
127404,family,Acrospiriferidae,57644
124138,family,Delthyrididae,57644
174287,family,Filispiriferidae,57644
127419,family,Cyrtinopsidae,57644
57641,family,Hysterolitidae,57644
104303,superfamily,Reticularioidea,123855
127440,family,Xenomartiniidae,104303
81196,family,Elythidae,104303
94946,family,Reticulariidae,104303
127443,family,Thomasariidae,104303
124136,family,Fimbrispiriferidae,29043
53830,suborder,Thecideidina,29043
325041,superfamily,Thecideacea,53830
28150,order,Pentamerida,82921
125116,suborder,Syntrophiidina,28150
320240,superfamily,Syntrophioidea,125116
125128,family,Tetralobulidae,320240
125115,superfamily,Porambonitoidea,125116
125114,family,Eostrophiidae,125115
82574,family,Huenellidae,125115
125131,family,Clarkellidae,125115
88797,family,Syntrophiidae,125115
125132,family,Porambonitidae,125115
328835,superfamily,Porambonitacea,125116
125137,superfamily,Camerelloidea,125116
125141,family,Parallelelasmatidae,125137
313251,family,Parallelasmatidae,125137
125136,family,Camerellidae,125137
125139,family,Parastrophinidae,125137
123488,suborder,Pentameridina,28150
125849,superfamily,Gypiduloidea,123488
114152,family,Gypidulidae,125849
125857,family,Enantiosphenidae,125849
125860,superfamily,Clorindoidea,123488
125859,family,Clorindidae,125860
125846,superfamily,Stricklandioidea,123488
125848,family,Stricklandistrophiidae,125846
123359,family,Stricklandiidae,125846
125847,family,Aenigmastrophiidae,125846
110297,superfamily,Pentameroidea,123488
125843,family,Subrianidae,110297
313195,family,Conchidiidae,110297
110298,superfamily,Pentameracea,123488
110296,family,Pentameridae,110297
123490,family,Virgianidae,110297
68054,order,Protorthida,82921
124918,superfamily,Skenidioidea,68054
124917,family,Skenidiidae,124918
124914,superfamily,Protorthoidea,68054
124913,family,Protorthidae,124914
124916,family,Leioriidae,124914
130739,superfamily,Cadomelloidea,82921
130740,family,Mongolellidae,82921
