taxon_no,taxon_rank,taxon_name,parent_no
325038,kingdom,Animalia,212579
67103,unranked clade,Bilateria,67091
272902,unranked clade,Eubilateria,67103
85324,unranked clade,Protostomia,272902
67124,unranked clade,Ecdysozoa,85324
273390,unranked clade,Cycloneuralia,67124
273391,unranked clade,Nematoidea,273390
67132,phylum,Nematomorpha,273391
319037,superfamily,Gordioidea,67132
319038,family,Chordodidae,319037
67133,phylum,Gordiacea,273391
7273,class,Palaeoscolecida,67132
304665,order,Cricocosmida,7273
304667,family,Tylotitidae,304665
304670,family,Cricocosmiidae,304665
85340,family,Palaeoscolecidae,304665
91612,family,Maotianshaniidae,304665
6998,phylum,Nematoda,273391
67131,phylum,Nemata,273391
319062,order,Oxyurida,6998
319061,family,Heteroxynematidae,319062
318847,class,Enoplea,6998
318856,subclass,Dorylaimia,318847
318893,order,Plectida,318856
318894,family,Captivonemidae,318893
318895,family,Plectidae,318893
318889,order,Desmoscolecida,318856
318890,superfamily,Desmoscolecoidea,318889
318891,family,Eophasmidae,318890
318883,order,Chromadorida,318856
318884,suborder,Chromadorina,318883
318885,superfamily,Chromadoroidea,318884
318886,family,Nemavermidae,318885
318824,order,Rhabditida,318856
318922,suborder,Tylenchina,318824
318923,infraorder,Panagrolaimomorpha,318819
318924,superfamily,Panagrolaimoidea,318923
318925,family,Panagrolaimidae,318924
318928,infraorder,Tylenchomorpha,318819
318820,superfamily,Aphelenchoidea,318928
318954,family,Acugutturidae,318820
318821,family,Aphelenchoididae,318820
318957,superfamily,Sphaerularioidea,318928
318973,family,Sphaerulariidae,318957
318961,family,Iotonchidae,318957
318838,family,Allantonematidae,318957
318958,family,Anguinidae,318957
318976,suborder,Rhabditina,318824
319002,infraorder,Rhabditomorpha,318976
319003,superfamily,Rhabditoidea,319002
319004,family,Rhabditidae,319003
319023,superfamily,Heterorhabditoidea,319002
319024,family,Heterorhabditidae,319023
318977,infraorder,Diplogastromorpha,318976
318978,superfamily,Diplogastroidea,318977
318989,family,Diplogastridae,318825
318899,suborder,Spirurina,318824
318905,infraorder,Spiruromorpha,318899
318918,superfamily,Cosmocercoidea,318905
318919,family,Cosmocercidae,318918
318906,superfamily,Filarioidea,318905
318907,family,Filariidae,318906
318912,infraorder,Ascaridomorpha,318899
318913,superfamily,Ascaridoidea,318912
318914,family,Ascarididae,318913
318900,infraorder,Oxyuridomorpha,318899
318901,superfamily,Thelastomatoidea,318900
318902,family,Thelastomatidae,318901
227175,order,Mermithida,318856
318857,superfamily,Mermithoidea,227175
227072,family,Mermithidae,318857
318877,family,Tetradonematidae,318857
318848,subclass,Enoplia,318847
318849,order,Enoplida,318848
318853,family,Palaeoenoploididae,318849
318850,family,Palaeonematidae,318849
67134,unranked clade,Panarthropoda,67124
67135,phylum,Onychophora,67134
303379,family,Luolishaniidae,67135
226742,order,Euonychophora,67135
226752,family,Peripatidae,226742
226744,order,Ontonychophora,67135
226745,superfamily,Tertiapatoidea,226742
226747,family,Tertiapatidae,226745
226746,family,Succinipatopsidae,226745
226743,class,Udeonychophora,67135
18891,phylum,Arthropoda,67134
19041,class,Marrelomorpha,18891
19046,order,Acercostraca,19041
19042,order,Mimetasterida,19041
237482,class,Arachnoidea,18891
145137,unranked clade,Parvancorinomorpha,18891
145136,family,Parvancorinidae,145137
167460,phylum,Schizoramia,67134
167459,superclass,Proschizoramia,18891
167458,class,Megacheira,167459
167485,order,Fortiforcipida,167458
167484,family,Fortiforcipidae,167485
271154,family,Kootenichelidae,167458
167462,order,Yohoiida,167458
167461,family,Yohoiidae,167462
67138,phylum,Euarthropoda,67134
120986,class,Dinocarida,18891
7369,order,Radiodonta,18891
290858,family,Amplectobeluidae,7369
290855,family,Cetiocaridae,7369
120985,family,Anomalocarididae,7369
290857,family,Hurdiidae,7369
121042,subphylum,Arachnomorpha,18891
328312,order,Aptera,18891
92005,order,Bradoriida,18891
148963,class,Bradoriid,18891
90404,family,Hipponicharionidae,90405
162684,family,Comptalutidae,90405
142104,order,Archaeocopida,18891
90410,family,Indianidae,90405
90409,family,Svealutidae,90405
134236,family,Bradoriidae,90405
142247,family,Beyrichonidae,90405
149904,family,Guangweicarididae,18891
19026,class,Merostomoidea,18891
19034,order,Cheloniellida,19026
19027,order,Emeraldellida,19026
19031,order,Limulavida,19026
83659,subphylum,Mandibulata,18891
19100,class,Trilobita,83659
155835,family,Sarkiidae,19100
19472,order,Corynexochida,19100
84723,family,Tsinaniidae,19472
133756,family,Cheilocephalidae,19472
155057,family,Jakutidae,19472
239888,family,Shirakiellidae,19472
87641,family,Leiostegiidae,19472
154939,family,Edelsteinaspididae,19472
133818,family,Panderiidae,19472
155134,family,Chengkouiidae,19472
56893,family,Styginidae,19472
95230,family,Oryctocephalidae,19472
56946,suborder,Illaenina,19472
154954,family,Illaenuridae,19472
155006,family,Pagodiidae,19472
95208,family,Zacanthoididae,19472
95207,family,Dorypygidae,19472
155469,family,Kaolishaniidae,19472
124262,family,Illaenidae,19472
154832,family,Corynexochidae,19472
155139,family,Dinesidae,19472
95206,family,Dolichometopidae,19472
134210,superfamily,Corynexochidacea,19472
198634,superfamily,Corynexochoidea,19472
154956,family,Amgaspididae,19472
19772,order,Odontopleurida,19100
82608,superfamily,Remopleuridacea,19100
19165,order,Agnostida,19100
154067,family,Tsunyidiscidae,19165
133736,family,Metagnostidae,19165
95216,family,Clavagnostidae,19165
82583,family,Agnostidae,19165
85483,family,Peronopsidae,19165
95215,family,Ammagnostidae,19165
90399,family,Eodiscidae,19165
85387,superfamily,Agnostoidea,19165
198632,family,Hypagnostoidae,85387
85439,family,Pseudagnostidae,85387
154069,family,Hebediscidae,19165
90401,suborder,Eodiscina,19165
296116,family,Pagetiidae,90401
153952,family,Spinagnostidae,19165
85401,family,Ptychagnostidae,19165
154079,family,Weymouthiidae,19165
154066,family,Condylopygidae,19165
82588,family,Diplagnostidae,19165
103498,family,Geragnostidae,19165
134211,suborder,Agnostina,19165
296115,family,Quadragnostidae,134211
154064,family,Sphaeragnostidae,19165
154074,family,Calodiscidae,19165
153963,family,Phalacromidae,19165
154089,family,Yukoniidae,19165
133816,family,Glyptagnostidae,19165
94356,order,Proparia,19100
94355,family,Burlingiidae,94356
21421,order,Phacopida,19100
155776,family,Prosopiscidae,21421
56947,suborder,Phacopina,21421
56944,superfamily,Phacopoidea,56947
56892,family,Acastidae,21421
97159,family,Encrinuridae,21421
85376,family,Dalmanitidae,21421
133731,family,Pterygometopidae,21421
133750,family,Calmoniidae,21421
133738,family,Homalonotidae,21421
154960,family,Pilekiidae,21421
85334,family,Cheiruridae,21421
85380,family,Calymenidae,21421
133765,family,Pharostomatidae,21421
133813,family,Bathycheilidae,21421
124266,family,Pliomeridae,21421
311416,family,Hammatocnemidae,21421
197516,suborder,Cheirurina,21421
56891,family,Phacopidae,21421
198586,suborder,Calymenina,21421
155075,family,Bavarillidae,21421
304966,family,Bathynotidae,19100
19109,order,Olenellida,19100
155375,family,Missisquoiidae,19100
224136,family,Sunaspididae,19100
155460,family,Namanoiidae,19100
19101,order,Naraoiida,19100
57615,subclass,Libristoma,19100
19834,order,Asaphida,57615
82596,family,Asaphidae,19834
114867,family,Remopleuridae,19834
154955,family,Anomocarellidae,19834
103548,family,Saukiidae,19834
133814,family,Hungaiidae,19834
82605,family,Richardsonellidae,19834
155590,family,Auritamidae,19834
95299,family,Anomocaridae,19834
84730,family,Rhyssometopidae,19834
154938,family,Alsataspididae,19834
155130,family,Bohemillidae,19834
133743,family,Dionididae,19834
133735,family,Cyclopygidae,19834
133754,family,Aphelaspididae,19834
133764,family,Dikelocephalidae,19834
124265,family,Raphiophoridae,19834
133752,family,Parabolinoididae,19834
85372,family,Trinucleidae,19834
147987,suborder,Asaphina,19834
198564,superfamily,Illaenacea,147987
147986,superfamily,Asaphacea,147987
147985,family,Dikelokephalinidae,147986
84716,family,Pterocephaliidae,19834
82443,family,Ptychaspididae,19834
133763,family,Idahoiidae,19834
103546,family,Remopleurididae,19834
82607,family,Dikelocephalinidae,19834
82589,family,Ceratopygidae,19834
155000,family,Liostracinidae,19834
124263,family,Nileidae,19834
57614,superfamily,Dikelocephalacea,19834
56540,family,Dikelocephaliidae,57614
155534,family,Andrarinidae,19834
133143,family,Eurekiidae,19834
231518,family,Monkaspididae,19834
133741,family,Taihungshaniidae,19834
21062,order,Proetida,19100
133751,family,Hystricuridae,21062
155450,family,Holotrachelidae,21062
56890,family,Aulacopleuridae,21062
124259,family,Telephinidae,21062
124260,family,Bathyuridae,21062
126329,superfamily,Proetoidea,21062
85866,family,Phillipsiidae,126329
56726,family,Proetidae,126329
85684,superfamily,Aulacopleuroidea,21062
85683,family,Rorringtoniidae,85684
124261,family,Dimeropygidae,85684
103711,family,Toernquistiidae,85684
56732,family,Brachymetopidae,85684
56898,family,Tropidocoryphidae,21062
133766,family,Scharyiidae,21062
94366,order,Opisthoparia,19100
19346,order,Redlichiida,19100
81577,family,Emuellidae,19346
151322,family,Nevadiidae,19346
152762,family,Fallotaspididae,19346
81579,suborder,Redlichiina,19346
147964,superfamily,Emuelloidea,81579
240722,family,Gigantopygidae,81579
134214,superfamily,Paradoxidoidea,81579
133755,family,Paradoxididae,134214
81578,superfamily,Ellipsocephaloidea,81579
147962,superfamily,Redlichioidea,81579
154830,family,Chengkouaspidae,19346
154831,family,Centropleuridae,19346
154829,family,Menneraspidae,19346
154828,family,Abadiellidae,19346
154826,family,Dolerolenidae,19346
154827,family,Saukiandidae,19346
154090,family,Holmiidae,19346
147961,family,Redlichiidae,19346
155677,family,Metadoxididae,19346
90394,family,Olenellidae,19346
296118,family,Protolenidae,19346
90397,suborder,Olenellina,19346
90395,superfamily,Olenelloidea,90397
134776,superfamily,Redlichiacea,19346
134775,family,Neoredlichiidae,134776
154132,family,Archaeaspididae,19346
154134,family,Judomiidae,19346
147963,family,Redlichinidae,19346
154135,family,Neltneriidae,19346
240002,family,Polycyrtaspididae,19100
20239,order,Ptychopariida,19100
155002,family,Plethopeltidae,20239
95218,family,Lisaniidae,20239
133759,family,Dokimocephalidae,20239
133760,family,Ellipsocephaloididae,20239
82599,family,Eulomidae,20239
155007,family,Llanoaspididae,20239
133819,family,Solenopleuridae,20239
154940,family,Estaingiidae,20239
95116,suborder,Ptychopariina,20239
95305,family,Alokistocaridae,95116
198480,superfamily,Leiostegiacea,95116
134231,superfamily,Ptychoparioidea,95116
201758,family,Inouyiidae,134231
227122,family,Wuaniidae,134231
198477,superfamily,Conocoryphacea,95116
227737,family,Luaspididae,95116
154913,family,Acrocephalitidae,20239
155374,family,Isocolidae,20239
133762,family,Elviniidae,20239
133758,family,Conocoryphidae,20239
155247,family,Holocephalinidae,20239
95217,family,Diceratocephalidae,20239
133753,family,Cedariidae,20239
133761,family,Ellipsocephalidae,20239
133817,family,Antagmidae,20239
133740,family,Marjumiidae,20239
155145,family,Conokephalinidae,20239
224112,family,Tengfengiidae,20239
155544,family,Lorenzellidae,20239
133757,family,Phylacteridae,20239
95114,family,Menomoniidae,20239
84728,family,Asaphiscidae,20239
103550,family,Shumardiidae,20239
82598,family,Olenidae,20239
105041,family,Changshaniidae,20239
155019,family,Atopidae,20239
155740,family,Yunnanocephalidae,20239
155127,family,Bigotinidae,20239
80681,family,Ptychopariidae,20239
155361,family,Ityophoridae,20239
155376,family,Norwoodiidae,20239
142243,family,Mapaniidae,20239
133742,family,Tricrepicephalidae,20239
155754,family,Papyriaspididae,20239
133815,family,Lonchocephalidae,20239
154914,family,Bolaspididae,20239
155209,family,Proasaphiscidae,20239
82595,family,Catillicephalidae,20239
117702,family,Crepicephalidae,20239
154943,family,Aldonaiidae,20239
155212,family,Utiidae,20239
155359,family,Nepeidae,20239
154941,family,Palaeolenidae,20239
155367,family,Raymondinidae,20239
198568,suborder,Trinucleina,20239
198569,family,Orometopidae,198568
133733,family,Kingstoniidae,20239
198483,suborder,Olenina,20239
198519,superfamily,Proetacea,198483
198503,family,Hypermecaspididae,198483
133145,superfamily,Solenopleuracea,20239
133144,family,Agraulidae,133145
19721,order,Lichida,19100
123406,family,Lichidae,19721
56948,superfamily,Odontopleuroidea,19721
155077,family,Lichakephalidae,19721
155009,family,Damesellidae,19721
56895,family,Odontopleuridae,19721
82603,family,Hapalopleuridae,19100
81580,order,Eutrilobita,19100
96095,family,Ordosiidae,19100
57300,superfamily,Acastoidea,19100
273389,unranked clade,Pancrustacea,83659
133899,superclass,Hexapoda,273389
308980,unranked clade,Cercophora,133899
177842,order,Diplura,308980
177843,superfamily,Japygoidea,177842
281803,family,Japygidae,177843
281816,family,Projapygidae,177842
281295,family,Testajapygidae,177842
281815,family,Campodeidae,177842
56637,class,Insecta,308980
243461,unranked clade,Dicondylia,56637
330308,unranked clade,Paranotalia,243461
94228,subclass,Pterygota,330308
328720,superorder,Cimicidea,94228
190403,family,Permoneuridae,94228
309707,family,Hebeigrammidae,94228
290722,family,Mesogrammatidae,94228
200559,family,Tshekarcephalidae,94228
328331,order,Gymnoptera,94228
218334,family,Personidae,94228
219360,family,Montanuraliidae,94228
279585,family,Tshekarchiereidae,94228
330310,unranked clade,Neopterygota,94228
152573,infraclass,Neoptera,330310
235307,unranked clade,Paraneoptera,152573
183900,family,Zygopsocidae,235307
336280,superorder,Pancondylognatha,235307
308981,unranked clade,Condylognatha,336280
94230,order,Hemiptera,308981
329190,family,Gallinsecta,94230
331277,suborder,Paleorrhyncha,94230
176698,family,Archescytinidae,331277
294146,family,Maripsocidae,331277
331278,family,Permoscytinidae,331277
189419,family,Lithoscytinidae,331277
310020,family,Kaltanaphididae,331277
294144,family,Uraloscytinidae,331277
294142,family,Permoscytinopsidae,331277
189291,family,Permopsyllidae,331277
287206,family,Maueriidae,331277
199203,family,Permothripidae,331277
329185,family,Cicadariae,94230
328291,order,Ryngota,308981
329182,family,Hydrocorisae,94230
202596,family,Cicadopsyllidae,94230
181103,suborder,Sternorrhyncha,94230
227519,family,Archiconiopterygidae,176539
331279,infraorder,Psyllaeformia,176539
187146,superfamily,Psylloidea,331279
187147,family,Psyllidae,187146
231333,family,Carsidaridae,187146
280740,family,Aphalaridae,187146
231310,family,Malmopsyllidae,187146
231313,family,Neopsylloididae,187146
210219,family,Liadopsyllidae,187146
197797,family,Asienthomidae,187146
197793,family,Lithentomidae,187146
280746,family,Liviidae,187146
220515,family,Triozidae,187146
220526,family,Rhinopsyllidae,187146
215465,infraorder,Aleyrodomorpha,176539
211379,family,Aleyrodidae,215465
181102,infraorder,Aphidomorpha,176539
312052,superfamily,Lutevanaphidoidea,181102
312053,family,Lutevanaphididae,312052
306750,superfamily,Genaphidoidea,181102
264858,family,Genaphididae,306750
181510,superfamily,Aphidoidea,181102
213998,family,Cretamyzidae,181510
176538,family,Aphididae,181510
223735,family,Callaphididae,176538
310522,family,Bajsaphididae,181510
222944,family,Drepanochaitophoridae,181510
222920,family,Parvaverrucosidae,181510
213453,family,Verrucosidae,181510
295848,family,Sinaphididae,181510
213860,family,Canadaphididae,181510
181509,family,Oviparosiphidae,181510
181104,superfamily,Triassoaphidoidea,181102
222907,family,Triassoaphididae,181104
217179,family,Creaphididae,181104
214001,superfamily,Phylloxeroidea,181102
222359,family,Phylloxeridae,214001
222871,infraorder,Aphidinea,176539
309365,superfamily,Adelgoidea,181102
222355,family,Adelgidae,309365
222717,family,Elektraphididae,309365
214002,family,Mesozoicaphididae,309365
217167,superfamily,Naibioidea,181102
222914,family,Dracaphididae,217167
219400,family,Sinojuraphididae,217167
217168,family,Naibiidae,217167
306753,superfamily,Tajmyraphidoidea,181102
306757,family,Lebanaphididae,306753
306755,family,Grassyaphididae,306753
306754,family,Burmitaphididae,306753
306756,family,Khatangaphididae,306753
306758,family,Retinaphididae,306753
216493,family,Tajmyraphididae,306753
270001,superfamily,Palaeoaphidoidea,181102
297565,family,Juraphididae,270001
294005,family,Szelegiewicziidae,270001
222714,family,Shaposhnikoviidae,270001
214661,family,Palaeoaphididae,270001
201625,family,Rasnitsynaphididae,270001
302094,family,Alerollidae,176539
213375,infraorder,Coccinea,176539
338900,infraorder,Psylliformes,176539
338901,superfamily,Protopsyllidioidea,196190
197208,family,Protopsyllidiidae,202598
231274,family,Eopsyllidiidae,202598
221501,family,Permaphidopseidae,202598
178707,superfamily,Aleyrodoidea,196190
202887,family,Bernacidae,178707
202493,infraorder,Psyllaria,176539
202494,superfamily,Cicadopsyllidea,202493
199928,family,Coleoscytidae,202494
196193,superfamily,Coccoidea,176539
312971,family,Apticoccidae,196193
213397,family,Kukaspididae,196193
312965,family,Hodgsonicoccidae,196193
312995,family,Arnoldidae,196193
226387,family,Pseudococcidae,196193
312956,family,Weitschatidae,196193
227209,family,Labiococcidae,196193
213408,family,Albicoccidae,196193
213381,family,Lebanococcidae,196193
312998,family,Kuwaniidae,196193
213388,family,Electrococcidae,196193
207859,family,Coccidae,196193
213391,family,Putoidae,196193
213405,family,Burmacoccidae,196193
294073,family,Xylococcidae,196193
312959,family,Kozariidae,196193
204505,superfamily,Orthezioidea,176539
213378,family,Hammanococcidae,196193
312999,family,Lithuanicoccidae,196193
330763,family,Kermesidae,196193
312996,family,Serafinidae,196193
296822,family,Inkaidae,196193
213374,family,Ortheziidae,196193
330762,family,Monophlebidae,196193
210486,family,Margarodidae,196193
204504,family,Matsucoccidae,196193
312997,family,Grohnidae,196193
227196,family,Jersicoccidae,196193
294865,family,Coelostomidiidae,196193
312968,family,Pityococcidae,196193
213394,family,Pennygullaniidae,196193
227214,family,Eriococcidae,196193
227199,family,Grimaldiellidae,196193
213384,family,Steingeliidae,196193
206600,family,Diaspididae,196193
217164,infraorder,Pincombeomorpha,176539
217163,superfamily,Pincombeoidea,217164
178706,family,Boreoscytidae,217163
217162,family,Simulaphididae,217163
191178,family,Pincombeidae,217163
235292,suborder,Palaeohemiptera,94230
329181,family,Cimicides,94230
282486,family,Aviorrhynchidae,94230
230544,family,Biturritidae,94230
328308,order,Proboscidea,308981
177286,suborder,Peloridiina,94230
177281,family,Cicadocoridae,177286
220167,family,Issidae,94230
288156,suborder,Auchenorrhyncha,94230
175971,infraorder,Cicadomorpha,70507
205927,superfamily,Ligavenoidea,175971
205928,family,Ligavenidae,205927
187219,superfamily,Hylicelloidea,175971
176655,family,Mesojabloniidae,187219
175976,superfamily,Cicadoidea,175971
71745,family,Cicadidae,175976
294948,family,Tibicinidae,175976
175975,family,Tettigarctidae,175976
205974,superfamily,Dysmorphoptiloidea,175971
197205,family,Dysmorphoptilidae,205974
205986,family,Magnacicadiidae,205974
295284,family,Curvicubitidae,175971
178677,superfamily,Membracoidea,175971
205994,family,Archijassidae,178677
212522,family,Membracidae,178677
228954,family,Myerslopiidae,178677
197417,superfamily,Cicadelloidea,175971
222710,family,Aetalionidae,178677
175505,family,Cicadellidae,178677
178678,family,Jascopidae,178677
290426,family,Spinidae,178677
181727,family,Jassidae,178677
175585,superfamily,Palaeontinoidea,175971
190315,family,Dunstaniidae,175585
191113,family,Mesogereonidae,175585
175586,family,Palaeontinidae,175585
175924,family,Cicadomorphidae,175585
175970,superfamily,Cercopoidea,175971
225340,family,Aphrophoridae,175970
175972,family,Procercopidae,175970
178703,family,Cercopionidae,175970
224661,family,Clastopteridae,175970
190116,family,Cercopidae,175970
250233,family,Sinoalidae,175970
220846,family,Eoscartarellidae,175970
205988,superfamily,Ipsvicioidea,175971
189985,family,Ipsviciidae,205988
205992,family,Granulidae,205988
205952,superfamily,Prosboloidea,175971
205972,family,Serpentivenidae,187191
205953,family,Hylicellidae,187191
283587,family,Ingruidae,187191
189984,family,Stenoviciidae,187191
205979,family,Eoscarterellidae,187191
197505,family,Prosbolopseidae,187191
187192,family,Maguviopseidae,187191
191167,family,Prosbolidae,187191
283592,family,Sojanoneuridae,187191
220546,family,Prosbolecicadidae,187191
283593,family,Permojassidae,187191
283591,family,Permocicadopsidae,187191
211152,family,Permoglyphidae,187191
187178,superfamily,Scytinopteroidea,175971
206051,family,Chiliocyclidae,187178
211184,family,Paraknightiidae,187178
187179,family,Saaloscytinidae,187178
191070,family,Scytinopteridae,187178
283594,superfamily,Pereborioidea,175971
220737,superfamily,Ignotaloidea,175971
181501,family,Pereboriidae,283594
220738,family,Ignotalidae,283594
202310,superfamily,Jassidea,70507
221391,family,Blattoprosbolidae,70507
190118,family,Permofulgoridae,70507
196180,unranked clade,Fulgoromorpha,70507
202316,family,Limfjordiidae,70508
70509,superfamily,Fulgoroidea,70508
191235,family,Tropiduchidae,70509
245426,family,Lophopidae,70509
212293,family,Delphacidae,70509
290006,family,Areopodidae,70509
268334,family,Weiwoboidae,70509
336884,family,Caliscelidae,70509
295064,family,Eurybrachidae,70509
207978,family,Dictyopharidae,70509
258911,family,Fulgoridiidae,70509
196038,family,Qiyangiricaniidae,70509
176536,family,Cixiidae,70509
270028,family,Surijokocixiidae,70509
176537,family,Ricaniidae,70509
268340,family,Mimarachnidae,70509
309876,family,Prosbolopsidae,70509
215722,family,Neazoniidae,70509
289131,family,Kinnaridae,70509
71790,family,Fulgoridae,70509
178714,family,Lalacidae,70509
198370,family,Derbidae,70509
212633,family,Nogodinidae,70509
268430,family,Perforissidae,70509
178710,family,Achilidae,70509
187108,family,Flatidae,70509
329189,family,Aphidii,94230
329281,infraorder,Auchenorinques,94230
211403,family,Termitaphididae,94230
288155,unranked clade,Heteropterodea,94230
70516,suborder,Heteroptera,288155
215960,unranked clade,Enicocephalomorpha,70516
213538,family,Enicocephalidae,215960
280492,family,Dipsocoridae,70516
176443,infraorder,Pentatomomorpha,70516
200657,family,Probascaniidae,176443
176444,superfamily,Coreoidea,176443
215460,family,Yuripopovinidae,176444
297037,family,Alydidae,176444
176445,family,Rhopalidae,176444
250206,superfamily,Aradoidea,176443
250205,family,Kobdocoridae,250206
211406,family,Aradidae,250206
196245,family,Protocoridae,176443
289193,superfamily,Lygaeoidea,176443
208298,family,Rhyparochromidae,289193
179832,family,Lygaeidae,289193
218539,family,Piesmatidae,289193
208549,family,Pyrrhocoridae,289193
196011,family,Pachymeridiidae,289193
213045,family,Hypocimicidae,289193
213044,family,Psychrocoridae,289193
181359,family,Sisyrocoridae,289193
211661,family,Berytidae,289193
282423,family,Venicoridae,176443
226393,superfamily,Pentatomoidea,176443
253978,family,Megarididae,226393
226395,family,Urostylididae,226393
249339,family,Acanthosomatidae,226393
258698,family,Primipentatomidae,226393
71388,family,Pentatomidae,226393
176543,family,Cydnidae,226393
258830,family,Hadrocoridae,70516
187140,infraorder,Cimicomorpha,70516
196236,family,Pterocimicidae,187140
300577,family,Torrirostratidae,187140
217408,family,Plokiophilidae,187140
215470,superfamily,Miroidea,187140
217413,family,Thaumastocoridae,215470
210279,family,Miridae,215470
208230,family,Capsidae,215470
217451,family,Microphysidae,215470
210280,superfamily,Cimicoidea,187140
210291,family,Mesopentacoridae,210280
213481,family,Cimicidae,210280
231221,family,Vetanthocoridae,210280
231212,family,Nabidae,210280
187139,family,Anthocoridae,187140
196697,superfamily,Tingoidea,187140
71813,family,Tingidae,196697
216698,family,Ebboidae,196697
239254,family,Hispanocaderidae,196697
216097,family,Ignotingidae,196697
231225,superfamily,Reduvioidea,187140
231226,family,Ceresopseidae,231225
193775,family,Reduviidae,231225
306074,family,Xishanidae,70516
193106,infraorder,Gerromorpha,70516
211053,family,Hydrometridae,193106
226717,family,Hebridae,193106
275442,family,Macroveliidae,193106
208188,family,Veliidae,193106
193105,superfamily,Mesovelioidea,193106
176540,family,Gerridae,193106
193104,family,Mesoveliidae,193106
209519,family,Hydrobatidae,70516
213059,infraorder,Dipsocoromorpha,70516
216368,family,Ceratocombidae,213059
216434,family,Schizopteridae,213059
217416,family,Hypsipterygidae,213059
213058,family,Cuneocoridae,213059
70517,family,Coreidae,70516
208185,family,Galgulidae,70516
191451,unranked clade,Gymnocerata,70516
302099,family,Anthocephalidae,191451
183685,infraorder,Nepomorpha,70516
220190,superfamily,Naucoroidea,183685
295465,family,Aphelocheiridae,220190
295471,family,Atopositidae,220190
191453,family,Triassocoridae,220190
220189,family,Leptaphelocheiridae,220190
183684,family,Naucoridae,220190
213067,family,Aphlebocoridae,220190
258832,family,Apopnidae,220190
292198,family,Saucrolidae,220190
275379,superfamily,Gelastocoroidea,183685
71802,family,Corixidae,183685
190461,superfamily,Ochteroidea,183685
203359,family,Gelastocoridae,190461
190460,family,Ochteridae,190461
203355,family,Pseudonerthridae,183685
202342,superfamily,Nepoidea,183685
71800,family,Nepidae,202342
71382,family,Belostomatidae,202342
275423,superfamily,Notonectoidea,183685
275431,family,Pleidae,275423
71385,family,Notonectidae,275423
275427,family,Helotrephidae,275423
275424,family,Mesotrephidae,275423
210273,family,Scaphocoridae,275423
275380,superfamily,Corixoidea,183685
210234,family,Shurabellidae,275380
208227,family,Acanthiidae,70516
318165,family,Trisegmentatidae,70516
196010,infraorder,Leptopodomorpha,70516
275440,superfamily,Gerroidea,196010
275441,family,Hebroveliidae,275440
248160,superfamily,Saldoidea,196010
181221,family,Archegocimicidae,248160
213029,family,Diatillidae,248160
196231,family,Mesolygaeidae,248160
181351,family,Eonabidae,248160
196232,family,Xishaniidae,248160
270045,family,Aepophilidae,248160
170258,family,Saldidae,248160
270046,superfamily,Leptopodoidea,196010
275439,family,Leotichiidae,270046
270047,family,Leptopodidae,270046
270048,family,Omaniidae,270046
246896,family,Eocimicidae,70516
176541,family,Dinidoridae,70516
288252,infraorder,Hydrocorisae,70516
288254,superfamily,Notonectaeformia,94231
288253,superfamily,Nepaeformes,94231
175915,suborder,Coleorrhyncha,288155
175916,superfamily,Progonocimicoidea,175915
305851,family,Hoploridiidae,175916
175917,family,Progonocimicidae,175916
177278,family,Actinoscytinidae,175916
216406,family,Karabasiidae,175916
70506,suborder,Homoptera,94230
221509,family,Permaleurodidae,70506
220501,suborder,Psyllinea,70506
222711,family,Lophophidae,70506
222712,family,Araeopidae,70506
222709,family,Biturritiidae,70506
222718,family,Thelaxidae,70506
202597,suborder,Coccaria,70506
235306,superorder,Thripida,308981
176587,order,Thysanoptera,235306
234036,suborder,Lophioneurina,176587
233044,family,Merothripidae,176587
235322,family,Jezzinothripidae,176587
216415,family,Phlaeothripidae,176587
283546,family,Heterothripidae,176587
277128,family,Liassothripidae,176587
197997,family,Mesothripidae,176587
235311,family,Triassothripidae,176587
216404,family,Stenurothripidae,176587
235321,family,Neocomothripidae,176587
235318,family,Scudderothripidae,176587
235319,family,Scaphothripidae,176587
213167,family,Adiheterothripidae,176587
235320,family,Rhetinothripidae,176587
233222,family,Uzelothripidae,176587
193620,suborder,Terebrantia,176587
179835,family,Thripidae,193620
193621,family,Aeolothripidae,193620
288454,family,Melanthripidae,176587
176590,family,Cyphoneuridae,235306
235310,unranked clade,Panthysanoptera,235306
183903,family,Zoropsocidae,235310
227530,suborder,Lophioneurida,235306
176586,family,Lophioneuridae,227530
277004,family,Edgariekiidae,227530
215843,family,Moundthripidae,227530
235305,family,Westphalothripidesidae,235306
252798,family,Protoprosbolidae,235307
220528,family,Surijokopsocidae,235307
282489,family,Westphalopsocidae,235307
137079,family,Dictyodipteridae,152573
176582,order,Miomoptera,152573
195694,family,Metropatoridae,176582
195220,family,Palaeomanteidae,176582
216935,family,Palaeomantiscidae,176582
176693,family,Delopteridae,176582
199805,family,Archisialidae,176582
211987,family,Archaemiopteridae,176582
306221,unranked clade,Exopterygota,152573
189433,order,Protelytroptera,306221
210408,family,Labidelytridae,189433
210409,family,Stenelytridae,189433
189447,family,Elytroneuridae,189433
284897,family,Blattocoleidae,189433
304138,family,Bardocoleidae,189433
189434,family,Protelytridae,189433
189442,family,Megelytridae,189433
224281,family,Apachelytridae,189433
211496,family,Dermelytridae,189433
211459,family,Permophilidae,189433
189564,family,Permelytridae,189433
189569,family,Acosmelytridae,189433
